K_T,SetA,SetB,SetA_r,SetB_r,AandB_r,AorB_r,IsSubmodularity,menos,,,,
33-76-8,61-22-1,3.9476,24.91083,0,27.3701,1,1.48833,,,,,
61-48-28-20,21-22-32-1,5.94953,25.79791,0,30.25126,1,1.49619,,,,,
2-76-8-37,15-49-1-8,6.39977,24.60582,1.85082,27.60237,1,1.55239,,,,,
22-8-18-48,1-37-32-28,6.86617,25.45852,0,30.76597,1,1.55873,,,,,
21-8-20-37-48,49-2-20-21-1,10.06982,25.96422,5.24761,29.22108,1,1.56535,,,,,
49-61-37-2,32-18-20-6,5.95424,7.80201,0,12.18647,1,1.56978,,,,,
28-61-37-49,28-8-1-61,5.63376,25.62005,2.751,26.92528,1,1.57754,,,,,
21-20-15-61,20-49-61-6,7.61956,6.65192,2.4506,10.23252,1,1.58836,,,,,
1-67-33,2028/8/18,24.81832,5.33994,0,28.5697,1,1.58856,,,,,
1993/8/6,21-48-8,6.0646,7.74411,1.85079,10.36719,1,1.59072,,,,,
22-61-1,37-2-33,24.91042,4.5933,0,27.9078,1,1.59592,,,,,
6-49-21,2-37-32,6.82685,5.17272,0,10.40027,1,1.59929,,,,,
1949/1/18,1993/8/28,25.04492,4.42057,0,27.8623,1,1.60319,,,,,
1-49-48,48-15-8,24.90158,5.08515,1.96606,26.41276,1,1.60791,,,,,
49-6-67-8,8-21-28-22,7.26627,8.33207,1.84991,12.12727,1,1.62116,,,,,
32-18-28,2028/1/22,5.4324,25.25283,1.53914,27.51467,1,1.63142,,,,,
61-76-1-67-6,76-15-8-33-67,26.73564,6.31629,2.16728,29.24878,1,1.63587,,,,,
18-22-32,1-15-28,5.00236,25.21397,0,28.57889,1,1.63745,,,,,
93-15-1-67-2,93-37-33-18-48,26.88187,7.67746,1.03183,31.88686,1,1.64064,,,,,
8-76-15-2-33,2-18-37-1-48,7.19898,28.53849,2.0239,32.06478,1,1.64879,,,,,
21-76-2-61-32,93-22-2-48-6,9.00273,8.89718,2.01732,14.21863,1,1.66396,,,,,
76-15-8-18,48-32-1-21,6.13636,26.58129,0,31.05017,1,1.66749,,,,,
20-61-6-49,21-33-28-20,6.6388,7.80855,1.23684,11.5398,1,1.67071,,,,,
76-28-48-1,61-8-48-67,26.97023,5.35833,1.96491,28.68929,1,1.67437,,,,,
18-32-33-93,1-28-61-6,5.96675,26.07264,0,30.34856,1,1.69083,,,,,
18-93-1,18-32-76,25.75113,4.95288,1.95075,27.06237,1,1.69089,,,,,
21-93-20,6-93-15,6.27017,5.59595,1.03194,9.13423,1,1.69996,,,,,
15-48-6-33,48-76-21-33,7.54505,8.08513,2.99747,10.93159,1,1.70112,,,,,
33-37-32-15-20,49-1-33-2-32,6.96049,25.40811,2.98181,27.67589,1,1.7109,,,,,
18-21-22,33-6-49,7.05405,5.50531,0,10.84373,1,1.71563,,,,,
20-76-37,2028/1/15,3.98515,25.2211,0,27.48324,1,1.72301,,,,,
67-61-6-49-48,22-67-21-33-18,7.74826,9.19489,1.10026,14.11759,1,1.7253,,,,,
21-8-22-67-76,6-20-15-18-76,8.95881,8.70446,1.06738,14.86479,1,1.7311,,,,,
2-15-20-37-61,20-22-93-6-1,6.9783,26.07126,1.23691,30.07817,1,1.73447,,,,,
33-20-76-67-37,76-33-15-1-93,6.11514,26.87557,2.09987,29.15412,1,1.73672,,,,,
1949/1/22,61-8-48,24.19861,5.02227,0,27.47737,1,1.74351,,,,,
1-32-49,61-8-48,23.40965,5.02064,0,26.68448,1,1.74582,,,,,
67-2-49-33-76,6-20-93-32-48,6.44513,8.78418,0,13.47695,1,1.75235,,,,,
8-49-33-21,28-48-6-76,7.96897,7.80524,0,14.01665,1,1.75756,,,,,
8-20-21,67-48-6,6.96991,5.60281,0,10.81445,1,1.75828,,,,,
21-76-61-15-28,93-6-2-20-61,8.98452,7.74945,1.21354,13.75963,1,1.76079,,,,,
32-48-93-67-49,21-67-49-1-6,6.46141,26.71657,2.33852,29.07361,1,1.76584,,,,,
6-32-61-37,1-32-61-2,6.80223,25.12011,3.12901,27.0145,1,1.77882,,,,,
67-32-15-22,93-21-15-1,5.41175,26.53513,1.26862,28.89435,1,1.7839,,,,,
48-2-37-67,61-18-15-1,5.85052,26.82837,0,30.89462,1,1.78427,,,,,
21-20-76-67,67-18-8-6,7.38294,8.08436,1.10035,12.58245,1,1.7845,,,,,
33-48-1-6-93,48-33-93-20-2,27.53706,7.0058,4.02846,28.72964,1,1.78476,,,,,
48-61-6-76-37,76-28-21-67-48,8.45775,8.89967,3.03278,12.53686,1,1.78777,,,,,
15-67-21-76-49,67-6-76-15-37,8.60761,7.84182,3.43688,11.22304,1,1.7895,,,,,
20-22-21-37,20-6-28-18,7.44735,7.98492,1.23715,12.40288,1,1.79225,,,,,
1948/1/28,28-61-32,25.96284,4.66529,1.53655,27.29572,1,1.79585,,,,,
37-49-76-2,1-32-37-48,5.81108,25.9056,1.70567,28.21432,1,1.79669,,,,,
32-22-28,15-1-37,4.57938,24.85527,0,27.63269,1,1.80197,,,,,
6-93-28,2-21-28,5.88259,7.08504,1.53733,9.62549,1,1.80481,,,,,
48-18-32-76-28,61-15-33-1-28,8.42339,27.24831,1.53797,32.32748,1,1.80626,,,,,
1-67-21-2,32-76-48-67,26.47081,5.27824,1.10039,28.83993,1,1.80873,,,,,
22-2-18-21-20,28-1-48-2-20,9.45594,27.15092,2.99112,31.80434,1,1.81139,,,,,
1-18-76,2-93-20,25.74303,4.01846,0,27.94926,1,1.81223,,,,,
6-49-22,21-33-76,5.56505,6.15205,0,9.90211,1,1.81499,,,,,
93-28-61-32,1-67-48-28,5.69759,26.21864,1.53823,28.55515,1,1.82285,,,,,
61-76-28-21,93-18-6-15,7.7253,7.54094,0,13.44213,1,1.82411,,,,,
18-15-32,2008/1/28,5.15892,24.5867,0,27.921,1,1.82462,,,,,
2-93-20,2022/1/8,4.02437,24.33168,0,26.52964,1,1.82641,,,,,
20-67-32-21,22-48-2-61,7.68155,6.32753,0,12.17504,1,1.83404,,,,,
67-37-6,21-67-49,5.58709,6.31199,1.10018,8.96089,1,1.838,,,,,
76-28-15-8,20-1-49-2,5.72274,24.29256,0,28.17127,1,1.84403,,,,,
93-6-1-28-49,28-15-33-61-8,26.3928,6.89586,1.53741,29.90704,1,1.84421,,,,,
8-76-28-18-15,32-49-21-67-1,7.67206,26.10625,0,31.93324,1,1.84508,,,,,
32-21-28,61-6-76,6.95113,5.32673,0,10.43143,1,1.84642,,,,,
21-48-18-33,8-6-37-33,9.00366,7.23418,1.03161,13.35901,1,1.84722,,,,,
2-1-61-20-49,18-37-2-32-33,25.31498,8.15813,2.02513,29.58882,1,1.85915,,,,,
48-6-67,21-32-18,5.5972,7.36615,0,11.10289,1,1.86046,,,,,
8-48-37-21-67,93-8-32-67-6,9.22146,8.48358,2.95135,12.88482,1,1.86887,,,,,
28-67-93-32,37-22-1-20,5.58465,25.1446,0,28.84983,1,1.87942,,,,,
67-8-93-48-1,8-22-67-2-49,26.31088,7.23865,2.95112,28.71787,1,1.88054,,,,,
61-76-21-93,6-49-20-48,7.24418,7.59428,0,12.95778,1,1.88068,,,,,
93-22-48-21-33,6-32-22-20-33,9.1051,7.9644,2.1324,13.05172,1,1.88538,,,,,
37-61-1-28-67,33-20-48-37-61,27.19462,7.0951,2.89426,29.50886,1,1.8866,,,,,
33-37-21,6-67-22,6.28898,5.52003,0,9.92055,1,1.88845,,,,,
1-6-61,15-32-76,24.71376,4.26508,0,27.08681,1,1.89203,,,,,
1-32-49-67,37-76-28-20,24.43382,5.51673,0,28.05277,1,1.89778,,,,,
37-20-49-21,6-22-21-1,7.55662,26.4008,4.08208,27.97445,1,1.90088,,,,,
18-76-2-21,2-1-18-93,8.56733,26.73448,3.97468,29.41623,1,1.9109,,,,,
2-33-6-93,18-2-1-28,6.88701,27.08608,2.02509,30.03208,1,1.91593,,,,,
32-6-93-8,21-18-48-15,7.4031,9.22695,0,14.71298,1,1.91708,,,,,
32-37-2-22,21-28-2-1,6.28753,26.80763,2.02556,29.15239,1,1.91721,,,,,
48-49-2-18,49-1-67-8,7.1437,24.56962,1.23719,28.55696,1,1.91918,,,,,
61-22-32-21-93,37-76-1-48-32,8.59262,26.91186,1.94121,31.63953,1,1.92374,,,,,
48-6-28-2-1,15-61-37-67-18,27.86614,7.20457,0,33.14652,1,1.92419,,,,,
37-76-20-21-48,6-15-33-8-28,9.39976,8.83211,0,16.30738,1,1.92448,,,,,
15-6-33-1-28,6-15-8-76-21,27.14686,9.62551,4.58268,30.26263,1,1.92707,,,,,
1-22-48,67-28-49,25.70027,3.85179,0,27.61952,1,1.93254,,,,,
22-33-61-20-6,76-33-21-37-18,7.63787,9.27302,1.03184,13.93136,1,1.94768,,,,,
28-33-1-6,21-22-6-8,26.08307,8.40531,3.31893,29.21725,1,1.9522,,,,,
1-61-49-18-67,2-22-20-15-49,27.10009,6.55402,1.23763,30.46261,1,1.95387,,,,,
1-33-61,48-15-32,24.81967,5.1492,0,28.00223,1,1.96664,,,,,
28-37-15-49-18,6-22-1-33-2,7.65731,26.81145,0,32.49734,1,1.97142,,,,,
6-8-37-2,21-32-8-22,7.65218,8.13271,1.85002,11.96281,1,1.97206,,,,,
2-48-21,37-61-6,7.51487,5.50097,0,11.04249,1,1.97335,,,,,
33-20-21-18-32,48-21-76-1-49,9.57381,27.58845,4.07722,31.11019,1,1.97485,,,,,
49-2-76-21,6-76-32-61,7.74662,6.66114,1.06771,11.36496,1,1.97509,,,,,
49-22-6-37,20-76-21-67,6.75092,7.38709,0,12.15448,1,1.98353,,,,,
20-33-49-18,2-15-37-1,5.45715,25.83925,0,29.30862,1,1.98777,,,,,
6-2-37-1-20,22-61-32-28-18,25.9007,7.7194,0,31.62948,1,1.99062,,,,,
20-67-6-33-18,76-32-37-18-21,8.58021,9.53667,1.9512,14.16834,1,1.99734,,,,,
28-18-93-67-6,15-61-21-2-22,8.91474,8.98753,0,15.90056,1,2.00171,,,,,
33-18-37-21-32,20-28-76-8-6,9.53563,8.739,0,16.27088,1,2.00374,,,,,
48-15-93-6,32-21-8-2,7.54979,8.5596,0,14.10519,1,2.0042,,,,,
1933/6/22,32-21-37,5.46496,6.55486,0,9.99791,1,2.02191,,,,,
32-1-49-28-15,61-20-33-2-18,25.83766,7.21068,0,31.01386,1,2.03447,,,,,
2-22-28-18-21,32-67-2-37-1,10.06936,26.11144,2.02626,32.11707,1,2.03747,,,,,
20-67-15-93,28-48-37-1,4.62967,26.95246,0,29.54086,1,2.04127,,,,,
93-21-15-20-37,8-48-18-32-6,8.69507,10.24203,0,16.89459,1,2.04251,,,,,
1-48-32-15,28-2-67-33,25.97476,5.6675,0,29.58707,1,2.05518,,,,,
8-33-6-48-1,93-61-22-20-2,26.97,6.35718,0,31.26972,1,2.05745,,,,,
37-32-1-76,18-20-48-49,25.10686,6.39113,0,29.43713,1,2.06086,,,,,
61-33-2-67-1,21-18-28-2-76,26.8419,10.08276,2.02225,32.82028,1,2.08212,,,,,
76-2-6-32-8,93-33-21-49-61,8.80857,8.3997,0,15.09755,1,2.11072,,,,,
37-76-8,1-93-28,4.57505,25.15917,0,27.61142,1,2.1228,,,,,
61-18-1-93,2-22-49-15,26.76586,5.59878,0,30.23994,1,2.12469,,,,,
1-61-32,76-37-8,24.12638,4.57406,0,26.57081,1,2.12964,,,,,
21-33-61-37,6-33-2-49,7.41329,7.01196,1.03174,11.25571,1,2.13781,,,,,
48-49-2-32-21,61-6-48-37-22,9.90664,8.54065,1.96517,14.34319,1,2.13893,,,,,
49-76-2-61,21-18-1-67,5.48894,27.4293,0,30.76934,1,2.1489,,,,,
15-37-32,20-15-1,4.7229,24.11495,1.26836,25.42054,1,2.14894,,,,,
2-15-33-49,37-48-18-1,5.52945,27.54724,0,30.91793,1,2.15876,,,,,
33-49-18-2-1,37-76-2-48-21,27.04549,9.69268,2.02538,32.54083,1,2.17196,,,,,
1-76-49-8-20,67-28-15-32-48,24.80696,6.99204,0,29.61375,1,2.18525,,,,,
2-32-8-49-22,32-15-2-67-1,7.83933,26.18404,3.78986,28.03627,1,2.19724,,,,,
21-2-32-28,76-6-20-33,8.38615,6.52896,0,12.69804,1,2.21708,,,,,
18-15-61-20-1,32-61-37-15-28,27.09352,7.42317,2.48429,29.7661,1,2.2663,,,,,
61-22-48-1,61-93-33-6,26.72353,6.39636,1.21662,29.63139,1,2.27187,,,,,
2-48-6-15-28,32-18-22-21-20,9.52505,9.56472,0,16.81038,1,2.27939,,,,,
2-1-18-21,67-21-8-20,27.399,8.04408,4.07898,29.0746,1,2.28951,,,,,
28-76-37-8,18-1-48-21,6.11059,28.22279,0,32.03061,1,2.30276,,,,,
28-49-1,22-49-21,24.45657,6.2523,1.23687,27.15287,1,2.31913,,,,,
33-61-1-28,22-37-15-32,26.18031,5.8223,0,29.66067,1,2.34194,,,,,
49-21-76,1-49-18,6.2613,25.04772,1.23689,27.72106,1,2.35108,,,,,
20-49-32-2-76,1-2-21-93-20,6.96579,26.6616,2.98382,28.28608,1,2.35748,,,,,
20-33-67-37-2,76-15-1-33-21,6.63935,27.54488,1.03199,30.7622,1,2.39004,,,,,
33-28-1-67,76-8-48-93,26.17383,5.91349,0,29.68207,1,2.40525,,,,,
21-76-22,8-67-1,6.13082,24.25502,0,27.96284,1,2.42301,,,,,
76-33-6,15-37-1,5.35459,24.85289,0,27.78262,1,2.42485,,,,,
1-32-67,6-61-33,24.12035,5.36377,0,27.05768,1,2.42644,,,,,
15-33-22-2-1,2-61-32-67-20,26.95389,7.02322,2.03063,29.51605,1,2.43043,,,,,
15-1-8-49,21-61-33-49,24.60938,7.38128,1.23704,28.31298,1,2.44064,,,,,
48-1-61-67-76,2-22-32-18-48,26.88126,8.76555,1.96473,31.23827,1,2.44381,,,,,
1-20-37,2008/2/18,24.04055,5.78349,0,27.37838,1,2.44567,,,,,
33-76-21,1-61-6,6.15456,24.71071,0,28.39031,1,2.47496,,,,,
22-32-2,1-76-49,4.89112,24.10551,0,26.50729,1,2.48935,,,,,
49-61-8,21-22-1,4.28925,25.48125,0,27.27035,1,2.50015,,,,,
32-33-93-28-67,6-2-28-1-48,6.62308,27.87057,1.53823,30.45366,1,2.50177,,,,,
49-32-61-22-18,1-61-76-8-2,7.39187,26.25078,1.21573,29.91931,1,2.50761,,,,,
28-48-1,61-21-76,25.95671,6.21035,0,29.65638,1,2.51068,,,,,
1-2-48-37-8,32-49-18-15-2,27.03301,8.1711,2.0237,30.66802,1,2.51239,,,,,
28-48-21,1-28-8,7.54088,24.59387,1.53755,28.07986,1,2.51733,,,,,
1-28-6,49-61-8,25.07195,4.2936,0,26.82687,1,2.53868,,,,,
6-48-61,15-20-1,6.27476,24.10977,0,27.84527,1,2.53926,,,,,
22-2-1-8-18,6-48-61-22-18,27.27785,9.32019,3.05049,31.00431,1,2.54325,,,,,
6-18-1-8,22-32-8-20,26.10344,6.06825,1.85113,27.77331,1,2.54725,,,,,
48-93-21,1-8-93,7.06075,24.24347,1.03221,27.71708,1,2.55493,,,,,
48-18-6,15-37-1,7.24106,24.85503,0,29.53912,1,2.55697,,,,,
20-21-1-37,22-8-49-48,25.72049,6.15265,0,29.30821,1,2.56492,,,,,
93-6-28-76,1-67-93-21,6.87971,26.4884,1.03186,29.76901,1,2.56724,,,,,
8-61-20,22-76-1,4.29327,24.89268,0,26.61519,1,2.57076,,,,,
37-18-6,1993/1/2,6.45063,24.78657,0,28.66312,1,2.57408,,,,,
6-76-37-93-33,8-33-21-93-1,7.56815,26.91488,2.06358,29.84258,1,2.57687,,,,,
15-6-61-93,93-22-2-1,6.59735,25.88554,1.03165,28.87256,1,2.57868,,,,,
15-22-61-1-2,32-15-49-93-33,26.97492,6.47911,1.26821,29.60355,1,2.58227,,,,,
6-28-18,67-61-1,6.79659,24.83388,0,29.04336,1,2.58711,,,,,
28-6-37-93,28-15-1-22,7.05708,26.31606,1.53831,29.24293,1,2.59189,,,,,
28-22-61-1-15,37-28-21-93-22,27.34684,8.8462,2.63763,30.94799,1,2.60742,,,,,
93-49-8-20-37,6-2-76-8-1,6.97382,26.14644,1.84949,28.66203,1,2.60874,,,,,
37-93-21,33-15-1,6.28934,24.86185,0,28.54076,1,2.61043,,,,,
1-76-28,33-15-21,25.1549,6.36156,0,28.90514,1,2.61131,,,,,
33-28-93-21,20-1-48-76,7.673,25.85997,0,30.91938,1,2.61358,,,,,
21-37-67,1948/6/28,6.34347,6.78704,0,10.51545,1,2.61506,,,,,
1-93-67-21,33-20-32-93,26.49478,5.22565,1.0316,28.06923,1,2.61961,,,,,
8-22-49-61-20,2-93-67-1-49,6.62668,26.11939,1.23748,28.88822,1,2.62037,,,,,
21-28-37-49,1-8-49-48,7.91135,25.35139,1.23787,29.38613,1,2.63874,,,,,
93-61-37-15-21,93-67-1-8-61,8.63303,26.2902,2.2492,30.02652,1,2.64751,,,,,
67-22-21-32,93-49-48-6,7.53042,7.44817,0,12.31287,1,2.66572,,,,,
37-49-93-61-21,22-1-20-2-49,8.53852,25.39313,1.23729,30.02088,1,2.67348,,,,,
28-32-15-2-33,33-67-49-28-1,7.61248,26.48662,2.57003,28.85481,1,2.67425,,,,,
1-61-15-21,32-67-48-2,26.55289,6.04794,0,29.92469,1,2.67614,,,,,
6-37-93-22-76,21-33-2-32-1,7.64429,26.76915,0,31.72843,1,2.68501,,,,,
21-15-76,20-22-1,6.36961,24.1438,0,27.81828,1,2.69514,,,,,
2-28-32-67-76,15-18-6-76-1,7.45221,27.72999,1.06706,31.41475,1,2.7004,,,,,
67-1-28-32,49-37-61-20,25.48318,5.30985,0,28.07538,1,2.71764,,,,,
32-76-48-21-49,18-33-20-32-1,9.51445,26.32093,1.95277,31.11033,1,2.77228,,,,,
49-21-15-32-76,76-8-32-1-6,8.83324,25.46377,3.00884,28.51185,1,2.77632,,,,,
67-20-76-32,1-18-21-2,5.3264,27.4004,0,29.94839,1,2.7784,,,,,
2020/1/22,28-21-48,24.14991,7.54799,0,28.91723,1,2.78067,,,,,
1-18-76-22-67,15-37-6-61-33,27.8738,7.77354,0,32.8594,1,2.78794,,,,,
48-67-93-6-28,76-32-33-1-18,8.14292,27.06324,0,32.41623,1,2.78992,,,,,
18-67-1-33,93-15-37-21,26.76917,7.53772,0,31.51523,1,2.79166,,,,,
6-76-48-15-22,18-21-8-1-2,8.61116,27.84717,0,33.66588,1,2.79244,,,,,
48-33-6-2-20,22-1-76-20-37,8.70353,26.15403,1.23677,30.82057,1,2.80021,,,,,
1-20-8-32-48,32-49-21-15-22,25.60784,8.83242,1.94241,29.67715,1,2.8207,,,,,
15-28-33-49-1,76-2-21-18-49,26.53391,9.69575,1.23724,32.15991,1,2.8325,,,,,
67-21-32-93,2-6-22-48,7.55082,7.86411,0,12.56597,1,2.84896,,,,,
20-76-28-32-93,18-48-61-22-1,6.78871,28.67546,0,32.61252,1,2.85165,,,,,
67-20-2-21,48-32-22-6,7.57046,7.70104,0,12.41717,1,2.85433,,,,,
15-48-32-49,61-2-1-21,6.35207,26.47883,0,29.97265,1,2.85826,,,,,
67-21-15-48,33-22-1-18,7.59734,26.84562,0,31.57397,1,2.869,,,,,
6-2-76,21-28-1,5.81078,25.81742,0,28.73335,1,2.89485,,,,,
18-1-67-8,2-33-6-76,26.20521,6.84447,0,30.13039,1,2.91929,,,,,
6-32-8-37-15,22-8-1-67-37,8.7393,26.35315,3.51558,28.65566,1,2.92121,,,,,
76-67-37-18-1,15-28-32-33-49,27.77412,6.98318,0,31.82238,1,2.93493,,,,,
2018/6/1,2-93-21,25.66301,6.60983,0,29.33428,1,2.93856,,,,,
6-2-93,1-28-22,5.86362,25.25021,0,28.17511,1,2.93872,,,,,
8-32-2-61,21-2-1-37,6.75249,26.45147,2.02182,28.23696,1,2.94518,,,,,
22-76-6-2-33,61-1-93-67-22,7.96429,26.94676,1.10068,30.8387,1,2.97166,,,,,
76-49-6-1,48-37-32-2,25.01825,7.09998,0,29.12906,1,2.98917,,,,,
67-15-93-1-48,49-8-37-33-22,26.93505,6.85558,0,30.79239,1,2.99825,,,,,
33-67-1-76,22-33-8-32,25.82481,5.8904,1.03191,27.68165,1,3.00166,,,,,
20-21-49-18-8,61-21-1-32-28,10.0576,27.15525,4.08451,30.12096,1,3.00738,,,,,
15-18-2-48-21,32-6-15-18-1,10.70545,27.04065,3.22031,31.50659,1,3.0192,,,,,
67-2-22-28-6,20-93-1-61-28,8.51033,26.44176,1.53714,30.38757,1,3.02738,,,,,
21-2-48,8-32-1,7.50494,23.54397,0,28.01925,1,3.02965,,,,,
20-21-22-32-48,2-33-18-67-6,9.53847,8.90447,0,15.40183,1,3.04111,,,,,
18-67-61-1-48,8-37-20-93-22,27.836,6.86896,0,31.64642,1,3.05853,,,,,
20-32-37,1-15-28,4.66236,25.21895,0,26.78741,1,3.0939,,,,,
49-6-33-8,1-93-8-33,7.21562,25.24982,2.88195,26.47912,1,3.10437,,,,,
1-33-76-2-15,2-22-6-15-8,26.85894,8.85958,3.28671,29.32605,1,3.10576,,,,,
8-67-2-48-37,1-93-67-20-49,7.63713,25.38671,1.10017,28.81066,1,3.113,,,,,
18-21-6,1932/2/1,7.66148,24.08841,0,28.63174,1,3.11816,,,,,
20-37-67-1-15,37-18-8-49-2,26.13841,8.47281,1.71055,29.77746,1,3.12321,,,,,
76-32-6-1-15,48-2-67-8-37,26.09102,7.63129,0,30.59479,1,3.12753,,,,,
2-1-76,48-8-32,24.79217,5.69448,0,27.35652,1,3.13012,,,,,
18-8-28-76-1,21-15-6-93-8,27.55217,9.6569,1.85064,32.21001,1,3.14842,,,,,
33-8-48-32-93,28-6-93-1-76,7.75179,27.08089,1.03263,30.64762,1,3.15243,,,,,
32-8-61,1-76-2,4.92708,24.79051,0,26.565,1,3.15259,,,,,
15-6-1-22-49,2-33-8-15-20,26.18654,7.09177,1.26902,28.83235,1,3.17695,,,,,
18-20-1-32,20-49-93-6,25.30658,6.67463,1.23667,27.54917,1,3.19536,,,,,
76-1-15-8,37-6-28-2,25.30429,7.46895,0,29.57556,1,3.19768,,,,,
20-15-8-1,33-49-6-20,24.55769,6.68456,1.23657,26.79517,1,3.21049,,,,,
22-6-61-49-67,8-33-2-1-67,7.67044,26.25359,1.10071,29.5873,1,3.23602,,,,,
37-93-1-48-76,48-28-61-6-21,27.60997,10.16286,1.96577,32.5651,1,3.24196,,,,,
6-61-32-18-22,1-20-37-61-18,8.7199,27.02015,3.16417,29.33357,1,3.24231,,,,,
49-21-67-93-28,20-61-28-1-33,8.83675,26.44032,1.53819,30.45088,1,3.288,,,,,
1-28-93-2-15,49-67-6-93-61,27.21155,7.58778,1.03174,30.46819,1,3.29941,,,,,
2021/1/8,49-67-6,24.90872,5.55607,0,27.15712,1,3.30767,,,,,
61-6-33-32-8,76-1-28-18-8,8.39204,27.55287,1.85072,30.78486,1,3.30932,,,,,
49-93-1-2,37-32-20-28,25.09442,6.19177,0,27.97247,1,3.31372,,,,,
18-20-21,2006/1/28,7.20143,25.07113,0,28.95045,1,3.32211,,,,,
20-48-6,48-61-1,6.45044,25.62202,1.96517,26.77629,1,3.33101,,,,,
33-61-67-21-32,15-20-1-61-67,8.65518,26.15865,2.31466,29.15633,1,3.34283,,,,,
61-49-18-1-37,61-20-8-28-2,27.07249,7.55967,1.21458,30.07359,1,3.344,,,,,
1933/6/20,21-1-49,5.53381,24.76736,0,26.95645,1,3.34472,,,,,
32-49-2,37-1-48,4.96344,25.59624,0,27.20793,1,3.35176,,,,,
1-33-93,48-6-49,24.80294,6.42004,0,27.84634,1,3.37665,,,,,
28-2-48-1,28-20-21-33,26.9537,7.81537,1.53751,29.83285,1,3.3987,,,,,
20-32-93-33-6,1-67-20-8-28,7.89654,25.86822,1.23681,29.11757,1,3.41037,,,,,
93-1-2-48,93-37-21-49,26.59882,7.42587,1.03164,29.58122,1,3.41183,,,,,
2-67-20-1,61-6-49-15,25.00303,6.71698,0,28.30328,1,3.41673,,,,,
1-61-18-76-6,21-32-76-93-18,27.66066,9.43621,3.01825,30.65081,1,3.42782,,,,,
2028/1/22,1932/6/18,25.24713,6.62135,0,28.43286,1,3.43561,,,,,
21-32-18,1-49-6,7.367,24.02267,0,27.95203,1,3.43764,,,,,
1-2-48,32-21-22,25.58716,6.45012,0,28.59678,1,3.44051,,,,,
18-2-76-67-1,49-33-6-20-2,27.76665,7.90045,2.02553,30.19386,1,3.44771,,,,,
18-15-22-1,21-49-61-93,26.90506,7.38812,0,30.84377,1,3.44941,,,,,
48-32-67-6,48-93-1-2,6.91945,26.58968,1.96569,28.0899,1,3.45354,,,,,
28-93-49-1-18,6-32-18-67-28,27.42097,9.20028,3.48825,29.66776,1,3.46524,,,,,
20-15-21-37,6-1-93-15,7.67053,25.77951,1.26926,28.71404,1,3.46674,,,,,
28-15-20-21-18,49-28-1-93-8,9.96638,25.91023,1.53737,30.85866,1,3.48058,,,,,
2-22-28-6-21,28-76-48-1-8,9.62391,27.41084,1.538,32.0138,1,3.48294,,,,,
1-37-67,2015/6/20,24.81282,5.74807,0,27.06094,1,3.49995,,,,,
76-18-93-32-21,22-93-49-6-1,9.42606,26.12717,1.03147,30.98889,1,3.53287,,,,,
20-48-61-93-8,67-6-1-37-22,7.28713,26.83763,0,30.58738,1,3.53739,,,,,
22-28-1,20-15-21,25.24681,6.503,0,28.16792,1,3.58189,,,,,
61-1-48,2021/2/20,25.62226,6.47224,0,28.48772,1,3.60678,,,,,
76-1-20-93-18,6-28-21-2-76,27.01225,9.59106,1.06834,31.89669,1,3.63828,,,,,
20-48-6-49-2,1-8-49-32-15,8.81979,24.9143,1.23801,28.84986,1,3.64622,,,,,
6-28-32-33,61-8-1-37,7.22369,25.2604,0,28.83465,1,3.64944,,,,,
22-93-6-8,93-49-1-20,7.16244,24.35756,1.03174,26.82903,1,3.65923,,,,,
20-33-1-37-21,48-20-15-32-6,26.73112,9.00991,1.23662,30.83725,1,3.66716,,,,,
93-6-67-8,21-1-67-28,7.16097,26.83787,1.10024,29.21272,1,3.68588,,,,,
2-8-37-18-21,20-1-22-61-37,10.35897,26.1785,1.71194,31.10174,1,3.72379,,,,,
2-18-49-21,1-18-6-32,8.65629,25.97311,1.9508,28.94736,1,3.73124,,,,,
32-37-2-48,18-76-67-1,7.11137,26.77145,0,30.12048,1,3.76234,,,,,
1-8-6-20,76-49-21-2,24.40882,7.75741,0,28.33053,1,3.83569,,,,,
21-15-93-1-2,49-28-32-48-20,27.52403,7.83903,0,31.5176,1,3.84546,,,,,
76-67-28-21-8,37-61-1-22-67,9.42162,26.94126,1.10015,31.33148,1,3.93125,,,,,
1-28-37-61-18,49-28-8-32-76,28.11936,7.55342,1.53816,30.18882,1,3.9458,,,,,
49-6-21-22,93-1-32-61,7.86369,25.12739,0,29.03437,1,3.95671,,,,,
18-6-1-20-49,93-21-33-2-32,26.22651,8.93697,0,31.16174,1,4.00174,,,,,
28-6-21-20,28-1-15-48,8.38817,27.0278,1.53673,29.8741,1,4.00513,,,,,
49-61-6-67,22-1-28-48,6.56931,27.05981,0,29.54788,1,4.08124,,,,,
20-2-49-32,67-18-33-1,5.91119,26.77182,0,28.58613,1,4.09688,,,,,
49-1-15-37-22,61-21-32-67-2,26.26476,9.08492,0,31.21229,1,4.13739,,,,,
6-20-49,61-15-1,5.63886,24.87413,0,26.34911,1,4.16388,,,,,
49-28-21-6-76,61-1-8-93-22,9.36066,26.36524,0,31.52762,1,4.19828,,,,,
32-20-76-1-28,76-22-2-21-8,25.73126,9.35114,1.06862,29.80682,1,4.20696,,,,,
22-1-37-28-18,21-6-20-33-2,28.20153,8.98091,0,32.92854,1,4.2539,,,,,
32-21-22-49,1-76-61-48,7.58188,26.62646,0,29.94093,1,4.26741,,,,,
